,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
1636610,Pseudomonas sp. PONIH3,S,2583993,,,,,,,,,3718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523794,Leptotrichia buccalis C-1013-b,S1,40542,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,1566.0,,,263.0,,251.0,,,,,,,,,,,,257.0,,,,,,,,510.0,152.0,,,,,409.0,,
33033,Parvimonas micra,S,543311,,,,,,162.0,296.0,,,,,,,285.0,,,,,,,,,,184.0,,,,,,1260.0,,,,,411.0,105.0,,,,,,,,,,,,,,,,,313.0,,254.0,120.0,,,112.0,144.0,,,
1613,Lactobacillus fermentum,S,1578,294.0,,,,,,,,,,,,,,,,,914.0,,1993.0,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538644,Sphingobacterium sp. ML3W,S,2609468,215.0,,,,,,,,,259.0,,,,,,,,,,2401.0,,,,,,,,,,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761016,Paraburkholderia caffeinilytica,S,1822464,,,,,,,,,,,3482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471854,Dyadobacter fermentans DSM 18053,S1,94254,,,,,,,,127.0,,,,324.0,,,,,,,,,145.0,,,377.0,,,,,,,,,1612.0,229.0,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,483.0,,
477641,Modestobacter marinus,S,88138,,,,,,,,,,,,,,,,,,,,,,,,,247.0,,,145.0,,370.0,,,772.0,383.0,,,322.0,,,,,,,,,,,,,,,129.0,,,,,,,,,768.0,248.0,
1255,Pediococcus pentosaceus,S,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2854.0,,
629680,Brevibacterium sandarakinum,S,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,,3153.0,,,,,,,,,,,,,
537007,Blautia hansenii DSM 20583,S1,1322,,,,,,,,,,,,,,,,,,,,1236.0,,,,506.0,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,,,,,,221.0,,,817.0,,
1196835,Pseudomonas stutzeri CCUG 29243,S1,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304.0,,,,,,,,,,,,,,,,,,,,,,,
2305508,Mucilaginibacter sp. HYN0043,S,2617802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266.0,,
546871,Friedmanniella luteola,S,53387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.0,,
2109691,Lachnospiraceae bacterium GAM79,S,186928,,,,,,523.0,,,,,,,,,,,,,,955.0,,,,,,,,,,1160.0,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596154,Alicycliphilus denitrificans K601,S1,179636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203.0,,,,,,,,,,,,,
1798223,Leifsonia sp. 21MFCrub1.1,S,2663824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909.0,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,
200451,Pseudomonas poae,S,136843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175.0,,,,,,,
1366,Lactococcus raffinolactis,S,1357,,,,,,,,,,,,,,,,,,2212.0,,,,,,,,,,,,,,,,953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262470,Herbaspirillum hiltneri N3,S1,341045,,,,,,,,,,,,,,,,,,,,3145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107713,Aeromicrobium sp. A1-2,S,2633570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762376,Achromobacter xylosoxidans A8,S1,85698,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,,,1149.0,,,,,,,,,,,,556.0,,
2079793,Aeromicrobium sp. 592,S,2633570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930557,Shewanella sp. FDAARGOS_354,S,196818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0,,,,317.0,,259.0,315.0,,,,192.0,,,,,,,,,605.0,,,,,305.0,,,322.0
365044,Polaromonas naphthalenivorans CJ2,S1,216465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996.0,,
2072406,Stenotrophomonas sp. ZAC14D2_NAIMI4_6,S,995085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617123,Lachnoanaerobaculum umeaense,S,1164882,,,,,,,,,,,,,,,,,,362.0,,,,,,683.0,,,,,,1512.0,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867715,Bosea sp. Tri-49,S,2653178,,,,,,414.0,,,,,,,,,,,,,,2490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585531,Aeromicrobium marinum DSM 15272,S1,219314,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,2744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414655,Pepper chlorotic spot virus,S,2613861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453.0,,,,,,,,,,,,,122.0,,,136.0,,,,,,,,,,,,,,174.0
1911586,Marinilactibacillus sp. 15R,S,2632303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,107.0,,191.0,,,,,,,,153.0,,,,,,,,,,,,154.0,,,,,,2096.0,,
1986146,Desulfobulbus oralis,S,893,,,,,,,,,,,,,,2728.0,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Mycoplasma hominis,S,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2837.0,,,,,,,,,,,,,,,,,,,,,
1450520,Corynebacterium diphtheriae bv. mitis str. ISS 3319,S2,1806053,,,,,,,,,,,,,,,,,,,,2788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470934,Pantoea vagans,S,53335,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,
273677,Microbacterium oleivorans,S,33882,,,,,,,,,,,,,,,,,,,,2778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435590,Bacteroides vulgatus ATCC 8482,S1,821,,,,,,2767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912897,Blautia sp. N6H1-15,S,2648079,,,,,,,,,,,,,,,,,,,,1209.0,,,,,,,,,,,,,,,,,,,,404.0,,,,,,,,,416.0,,,,,,,,,,,,718.0,,
1356852,Hymenobacter sp. APR13,S,2615202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684.0,,
857417,Janibacter indicus,S,53457,,,,,,,,,,,,,,,,,,678.0,210.0,310.0,,,,,,,,,,216.0,,232.0,,,191.0,,,,,,,,,,,150.0,,,,,,,168.0,,,,,,,,521.0,,
1703,Brevibacterium linens,S,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51665,Aerococcus urinaeequi,S,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,,
1282356,Pseudomonas poae RE*1-1-14,S1,200451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,,,,,,,,,,,,,,,,,,,,,,,,,
399741,Serratia proteamaculans 568,S1,28151,,,,,,,,862.0,,,,,,,,,,,,,,,,,,,,,,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565559,Stenotrophomonas sp. PAMC25021,S,196198,,,,,,2498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76832,Myroides odoratimimus,S,76831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28112,Tannerella forsythia,S,195950,,,,,,,,,,,,,,2036.0,,,,,,144.0,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,
1451189,Corynebacterium falsenii DSM 44353,S1,108486,,,,,,,,,,,,,,,,,,,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575614,Prevotella sp. oral taxon 299 str. F0039,S1,652716,,,,,,,,,,,,,,,,,,,,,,,,973.0,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,507.0,,,,,,,,370.0,,,303.0
641149,Neisseria sp. oral taxon 014 str. F0314,S1,641148,,,,,,,,,,,,,,,,,,,,1108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.0,,,,,,,,
712538,Selenomonas sp. oral taxon 478,S,2637378,,,,,,,,,,,,,,1874.0,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888057,Aggregatibacter segnis ATCC 33393,S1,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343.0,,,,,,,,
1585,Lactobacillus delbrueckii subsp. bulgaricus,S1,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339.0,
1882747,Afipia sp. GAS231,S,2642050,,,,,,,,,,,,,,,,,,,,2329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Mycobacterium kansasii,S,1763,,,,,,,,,,2321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178399,Marinomonas primoryensis,S,28253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.0,,
2070463,Lysinibacillus sp. SGAir0095,S,2636778,,,,,,,,,,,,,,,,,,2248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855519,Sphingobium sp. EP60837,S,2611147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0,,,,,,,,,,,,,,,,,,,,,1477.0,,,,,,,,,,,,,
204,Campylobacter showae,S,194,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526225,Geodermatophilus obscurus DSM 43160,S1,1861,,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,370.0,,,634.0,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,749.0,,
1414854,Candidatus Nucleicultrix amoebiphila FS5,S1,1509244,,,,,,,,,152.0,,152.0,,,,,,,,,304.0,,152.0,,,152.0,,,,,,,,,152.0,,,146.0,,,,,,,,,,,181.0,,,,333.0,,,,,,134.0,,,132.0,,152.0
2518371,Nocardioides sp. MMS17-SY207-3,S,2615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439334,Mycobacterium avium subsp. hominissuis,S1,1764,,,,,589.0,,,,,,,,,,,,,,,,,,,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,
2017484,Brachybacterium sp. VM2412,S,2623841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.0,,
482957,Burkholderia lata,S,87882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488729,Burkholderia metallica,S,87882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.0,,,,,,,,,,,,,,,,,,,,,
164546,Cupriavidus taiwanensis,S,106589,,,,,,,2068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903186,Brachybacterium sp. P6-10-X1,S,2623841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.0,,
2201350,Phenylobacterium sp. HYN0004,S,2640670,,,,,,,,,,,,,,,,,,,,2036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469383,Conexibacter woesei DSM 14684,S1,191495,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,1194.0,,117.0,,,,,,133.0,,,,,,,,130.0,,,,,,,,,,,,185.0,,
1853276,Neisseria sp. 10022,S,2623750,,,,,,,,,,,,,,,,,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767031,Prevotella denticola F0289,S1,28129,,,,,,,,,,,,,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28095,Burkholderia gladioli,S,32008,,,,,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850238,Rhizorhabdus dicambivorans,S,1649486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,,,,,,,,,,,,,,
702113,Novosphingobium sp. PP1Y,S,2644732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,,,,,,,,,,,,
196162,Nocardioides sp. JS614,S,2615069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.0,,
1045855,Pseudoxanthomonas spadix BD-a59,S1,415229,,,,1607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,
1397,Bacillus circulans,S,1386,,,,,,,,,,,,,,,,,,,,1221.0,,,,223.0,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246787,Bacteroides cellulosilyticus,S,816,,,,,,1888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182568,Deinococcus puniceus,S,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,,,,,,231.0,,,,1308.0,,
2490853,Rhodococcus sp. NJ-530,S,192944,,,639.0,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334542,Rhodococcus qingshengii,S,1827,,,,,,,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.0
1245,Leuconostoc mesenteroides,S,1243,,,,,,,,,,,,,,,,,,,,,269.0,,,,1375.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,
199,Campylobacter concisus,S,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452863,Pseudarthrobacter chlorophenolicus A6,S1,85085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234267,Candidatus Solibacter usitatus Ellin6076,S1,332163,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.0,,
74426,Collinsella aerofaciens,S,102106,,,,123.0,,328.0,,,,,,157.0,,,108.0,,,118.0,,,,,,,,,,,,331.0,,,397.0,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,
1381124,Lactobacillus fermentum 3872,S1,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.0,,,,,,,,,,,,,
2018065,Roseomonas sp. FDAARGOS_362,S,2617492,,,,,,,,,,,,,,,,,,,,1294.0,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003121,Sphingobacterium sp. G1-14,S,2609468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0,,,,,850.0,,,,,,,,,,,,,,,,,419.0,,,,,,,,,,,
1842536,Agrobacterium sp. RAC06,S,2632611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76947,Sphingobium herbicidovorans,S,165695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.0
2083786,Devosia sp. I507,S,196773,,,,,,,,181.0,,,,,,,,,,,,,,,,,203.0,,,,,,,,981.0,223.0,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,
615,Serratia marcescens,S,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,,,,,,,,
1680,Bifidobacterium adolescentis,S,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,598.0,405.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Rhodococcus erythropolis,S,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.0,,,,,,,,,,,,,,
1646,Renibacterium salmoninarum,S,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886293,Singulisphaera acidiphila DSM 18658,S1,466153,,,,,,,,,,,,,,,,,,,,765.0,,,,,,,,,,,,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,,
33934,Anoxybacillus flavithermus,S,150247,,,,,,,,,,,,,,,,,,,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,,,,,,,,,,,,,,,,,,
1219032,Comamonas terrigena NBRC 13299,S1,32013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.0,
253239,Ethanoligenens harbinense,S,253238,,,200.0,,,,176.0,,,,,,,,,,,,,238.0,126.0,,,231.0,143.0,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630135,Dermabacter vaginalis,S,36739,,166.0,,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,1096.0,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,110.0,
2081703,Peptostreptococcaceae bacterium oral taxon 929,S,200630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,,,532.0,,,,,,,,,,,,,,281.0,,,189.0,,,,,,,,,,,372.0,108.0,
960,Bacteriovorax stolpii,S,146784,,,,,,,,,,103.0,,,,,,,116.0,,,120.0,,,,183.0,,,,,,,,,,151.0,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,854.0,,
478801,Kytococcus sedentarius DSM 20547,S1,1276,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,113.0,,,,,,,,149.0,,,,,,,,,,,,146.0,,171.0,,110.0,,,,332.0,,147.0
480,Moraxella catarrhalis,S,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.0,,,,,,,,,,,,,,,,
1227739,Hymenobacter swuensis DY53,S1,1446467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,1408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521095,Atopobium parvulum DSM 20469,S1,1382,,,,,,,,,,,,,,,,,,231.0,,,,,,247.0,,,,,,384.0,,,,,197.0,,,,,,,,,,128.0,,,,,,,,,,433.0,,,,,,,,
1784719,Leucobacter triazinivorans,S,55968,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10804,Adeno-associated virus - 2,S1,1511891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.0,,,,,,,,,,,,,,,,,,,,,
158847,Megamonas hypermegale,S,158846,,,134.0,,,166.0,,,,,,,,,,,,,,,,,,,168.0,,,,156.0,299.0,,,176.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,172.0
112023,Streptococcus virus 7201,S,1623304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0,,,,,,,,,,,,,
72638,Streptococcus virus Sfi19,S,1623304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.0,,,,,,,,,,,,,
564064,Spirosoma rigui,S,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0,,171.0,,,,,,,,,,,,,,,,,,,,,,,,572.0,,
1254439,Bifidobacterium thermophilum RBL67,S1,33905,,,,,,,,,,,,,,,118.0,,,,,,,,,,499.0,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,686.0,,,,,,,,,,,
1619313,Erwinia gerundensis,S,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,
179636,Alicycliphilus denitrificans,S,201096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.0,
863372,Herbaspirillum huttiense,S,963,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,,,,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,Carnobacterium maltaromaticum,S,2747,,,,,,,,,,,,,,,,,,146.0,,148.0,,,,141.0,,,,,,414.0,,,,140.0,,,,,,,143.0,,,,,,,178.0,,,,,166.0,,,,,,,,,,
2499144,Devosia sp. 1566,S,196773,,,,,105.0,,,,,,,,,,,322.0,,,,,,,,,180.0,,,,,,,,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596153,Alicycliphilus denitrificans BC,S1,179636,,,,,,,,,,,,,,,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279828,Microcella alkaliphila,S,337004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Azotobacter chroococcum,S,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.0,,,,,,,,,,,,,,,,,,,,,
682370,Streptococcus virus ALQ132,S,1623303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.0,,,,,,,,,,,,,
2748,Carnobacterium divergens,S,2747,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,127.0,,,,297.0,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,639.0,,
1423822,Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535,S2,115542,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258594,Rhodopseudomonas palustris CGA009,S1,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,
2074,Pseudonocardia autotrophica,S,1847,,,,,,,,,,,,,,,,,,,,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0,,
1502,Clostridium perfringens,S,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.0,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,
1034889,Variovorax sp. HW608,S,663243,,,,,,,,,,,,,,1342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54006,Peptoniphilus ivorii,S,162289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.0,,
511,Alcaligenes faecalis,S,507,,,,,,,,,,,,,,,,,,,,,,,,,842.0,,,,,,,,,,,,,,181.0,,,,,,,,,,,291.0,,,,,,,,,,,,,
2027405,Azoarcus sp. DD4,S,2629479,,,,,,,,112.0,,164.0,,,,,,,,,,,,,,,167.0,,,,,,,,,,110.0,,,,,,,,,,,,282.0,,,,,,,,,,111.0,,,,189.0,178.0,
504728,Meiothermus ruber DSM 1279,S1,277,,,,,,,,,,,,,,,,,,,1133.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300347,Nocardioides dokdonensis FR1436,S1,450734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,,
912630,Microbacterium sp. LKL04,S,2609290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.0,,,,,,,,,,,,,,,,,
1090615,Nakamurella panacisegetis,S,53460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,,
573065,Asticcacaulis excentricus CB 48,S1,78587,,,,,,,,,,,,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561924,Brevundimonas sp. MF30-B,S,2622653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335406,Sphingosinicella microcystinivorans,S,335405,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Zymomonas mobilis,S,541,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032069,Campylobacter ureolyticus RIGS 9880,S1,827,,,,,,136.0,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,,
1479,Bacillus smithii,S,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
